Participant,Vessel Flag,Vessel Name,Registration,Call Sign,IMO Number,Type of Vessel,Gross Tonnage,Gross Registered Tonnage,Fishing Methods,Status,Authorised Start Date,Authorised End Date
"Chile","CHL","LONQUIMAY","1840","cb2566",,"01.2.0 Trawlers - Stern Trawlers",,81.92,"03.1.9 TB   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","MACK","2765","cb2625",9062063,"02.1.0 Seiners - Purse Seiners",799.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MALLECO","2786","cb5032",9061203,"02.1.0 Seiners - Purse Seiners",876.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MANUEL ROJAS","2356","cb2749",7120902,"02.1.0 Seiners - Purse Seiners",,293.50,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MAR DEL NORTE","2538","cb2758",8965660,"02.1.0 Seiners - Purse Seiners",175.22,,"02.9.0 SX   ","Authorised  ",20/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MAR DEL PLATA","2571","cb3829",8965737,"02.1.0 Seiners - Purse Seiners",201.56,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MAR DEL SUR","2591","cb2955",8965672,"02.1.0 Seiners - Purse Seiners",201.56,,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MAR TIRRENO","2648","cb2062",8965713,"02.1.0 Seiners - Purse Seiners",202.00,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MARIA IGNACIA II","2913","cb3934",8965854,"02.1.0 Seiners - Purse Seiners",464.70,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MARIA JOSE","2914","cb6001",9145499,"02.1.0 Seiners - Purse Seiners",1447.00,,"02.9.0 SX   ","Authorised  ",9/01/2014 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MARLIN","2937","cb5506",8965787,"02.1.0 Seiners - Purse Seiners",333.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MARPRO I","2801","cb5215",9083782,"02.1.0 Seiners - Purse Seiners",812.00,,"02.9.0 SX   ","Authorised  ",6/04/2016 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MATIAS","2820","cb5060",9055955,"02.1.0 Seiners - Purse Seiners",799.80,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","MERO","2603","cb4072",8803329,"02.1.0 Seiners - Purse Seiners",500.15,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","OFICINA VIGO","2325","cb2266",,"02.1.0 Seiners - Purse Seiners",247.00,,"02.9.0 SX   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","OGRI","2393","cb2943",6405563,"02.1.0 Seiners - Purse Seiners",208.18,,"02.9.0 SX   ","Authorised  ",23/05/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ORDINAT","2712","cb4611",5270088,"02.1.0 Seiners - Purse Seiners",832.06,,"02.9.0 SX   ","Authorised  ",11/06/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PACHICA","2262","cb2154",7042722,"02.1.0 Seiners - Purse Seiners",,220.52,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PANIAHUE","2816","cb5273",9052599,"02.1.0 Seiners - Purse Seiners",820.00,,"02.9.0 SX   ","Authorised  ",31/10/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PANILONCO","2755","cb4827",9035228,"02.1.0 Seiners - Purse Seiners",883.00,,"02.9.0 SX   ","Authorised  ",20/06/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PARINA I","2487","cb3525",8616178,"02.1.0 Seiners - Purse Seiners",324.21,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PARINACOTA","2737","cb4474",9083029,"02.1.0 Seiners - Purse Seiners",480.00,,"02.9.0 SX   ","Authorised  ",20/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PATILLOS","2252","cb2120",7031773,"02.1.0 Seiners - Purse Seiners",,219.88,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PEHUENCO","2871","cbph",9124457,"02.1.0 Seiners - Purse Seiners",1253.00,,"02.9.0 SX   ","Authorised  ",9/01/2014 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PELAGOS II","2751","cb4838",7222815,"01.2.0 Trawlers - Stern Trawlers",1085.00,,"03.1.9 TB   ","Authorised  ",9/11/2015 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PELICANO","3209","ca2541",9105671,"02.1.0 Seiners - Purse Seiners",1475.00,,"02.9.0 SX   ","Authorised  ",9/01/2014 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PELIKAN","2610","cb4031",7332414,"01.2.0 Trawlers - Stern Trawlers",613.70,,"03.1.9 TB   ","Authorised  ",30/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PILMAIQUEN I","2537","cb2912",8965828,"02.1.0 Seiners - Purse Seiners",464.70,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","POLARIS II","2941","cb6140",7827744,"01.2.0 Trawlers - Stern Trawlers",866.00,,"03.1.9 TB   ","Authorised  ",9/11/2015 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PORTUGAL II","2019","cb2433",,"07.2.0 Liners - Longliners",,149.33,"09.5.0 LL   ","Authorised  ",27/08/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","PUCARA","2353","cb2201",,"02.1.0 Seiners - Purse Seiners",,273.00,"02.9.0 SX   ","Authorised  ",10/08/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","PUCHULDIZA","2233","cb2207",8966004,"02.1.0 Seiners - Purse Seiners",,206.11,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PUERTO BALLENA","2512","cb2043",8617495,"07.2.0 Liners - Longliners",753.00,,"09.5.0 LL   ","Authorised  ",5/12/2015 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PUERTO TORO","3277","CA3665",9348869,"07.2.0 Liners - Longliners",744.00,,"09.5.0 LL   ","Authorised  ",5/12/2015 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","PUERTO WILLIAMS","3178","CB9917",7303140,"07.2.0 Liners - Longliners",653.47,,"09.5.0 LL   ","Authorised  ",5/12/2015 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","QUERELEMA","2833","cb5103",9073646,"02.1.0 Seiners - Purse Seiners",1222.00,,"02.9.0 SX   ","Authorised  ",20/06/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","QUILPOLEMU","2747","cb4826",9001203,"02.1.0 Seiners - Purse Seiners",883.00,,"02.9.0 SX   ","Authorised  ",20/06/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","RAFAEL","2831","cb5059",9056416,"02.1.0 Seiners - Purse Seiners",799.80,,"02.9.0 SX   ","Authorised  ",7/05/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","RANQUILHUE","2839","cb5104",9082013,"02.1.0 Seiners - Purse Seiners",1356.00,,"02.9.0 SX   ","Authorised  ",20/06/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","RAPANUI","2879","cb5701",9123063,"02.1.0 Seiners - Purse Seiners",1189.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","RAULI","2266","cb2148",7103617,"02.1.0 Seiners - Purse Seiners",,243.61,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","RELAMPAGO","2570","cb3849",8800949,"02.1.0 Seiners - Purse Seiners",512.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","REÑACA","2355","cb2634",,"02.1.0 Seiners - Purse Seiners",275.76,,"02.9.0 SX   ","Authorised  ",20/09/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","ROBLE","2273","cb2149",7042734,"02.1.0 Seiners - Purse Seiners",248.00,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","SAGASCA","2700","cb4404",8915495,"02.1.0 Seiners - Purse Seiners",545.11,,"02.9.0 SX   ","Authorised  ",28/11/2008 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","SALMON","2613","cb4149",8803331,"02.1.0 Seiners - Purse Seiners",500.10,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","SAN JORGE I","2420","cb2890",,"02.1.0 Seiners - Purse Seiners",287.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","SAN JOSE","3140","cbjs",9184407,"02.1.0 Seiners - Purse Seiners",2005.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","SANTA IRENE","2382","cb2501",6617805,"02.1.0 Seiners - Purse Seiners",505.00,,"02.9.0 SX   ","Authorised  ",7/05/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","SANTA MARIA II","2899","cb4122",,"02.1.0 Seiners - Purse Seiners",839.00,,"02.9.0 SX   ","Authorised  ",20/09/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","SEIKO","2602","cb4104",6519182,"02.1.0 Seiners - Purse Seiners",468.05,,"02.9.0 SX   ","Authorised  ",2/05/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","SQUA","2387","cb2551",,"02.1.0 Seiners - Purse Seiners",232.67,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","TAMBO","2354","cb2202",,"02.1.0 Seiners - Purse Seiners",,241.37,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","TERRANOVA","2795","cb4956",9048213,"02.1.0 Seiners - Purse Seiners",919.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","TIL TIL","2197","cb3396",8966042,"02.1.0 Seiners - Purse Seiners",182.19,,"02.9.0 SX   ","Authorised  ",21/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","TOCONAO II","2482","cb3342",8965696,"02.1.0 Seiners - Purse Seiners",201.56,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","TORNADO","2888","cb5761",9141572,"02.1.0 Seiners - Purse Seiners",574.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","TOYITA","2857","cb5505",9108881,"02.1.0 Seiners - Purse Seiners",1334.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","TRUENO I","2690","cb4238",8917091,"02.1.0 Seiners - Purse Seiners",463.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","UNIONSUR","3112","cbus",8708957,"01.2.0 Trawlers - Stern Trawlers",4991.00,,"03.1.9 TB   ","Authorised  ",25/06/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","UNZEN","2587","cbun",8122684,"01.2.0 Trawlers - Stern Trawlers",2985.48,,"03.1.9 TB   ","Authorised  ",25/06/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","VAMA II","2564","cb3729",,"01.2.0 Trawlers - Stern Trawlers",144.36,,"03.1.9 TB   ","Authorised  ",8/07/2009 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","VENTISQUERO","2906","cbvt",9143324,"02.1.0 Seiners - Purse Seiners",1447.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","VESTERVEG","3175","cbvg",9163013,"02.1.0 Seiners - Purse Seiners",1451.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","VICHUQUEN II","2934","cbvh",9171668,"02.1.0 Seiners - Purse Seiners",1694.00,,"02.9.0 SX   ","Authorised  ",20/06/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","VIGRI","2394","cb2944",5422930,"02.1.0 Seiners - Purse Seiners",208.18,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","VULCANO","2919","cb5939",9145516,"02.1.0 Seiners - Purse Seiners",1166.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","YAGAN","2777","cb4823",7414200,"02.1.0 Seiners - Purse Seiners",1450.00,,"02.9.0 SX   ","Authorised  ",6/04/2016 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","YELCHO I","2867","cb5536",9111785,"02.1.0 Seiners - Purse Seiners",1196.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"China","CHN","AN XING HAI","011224","BALE",8724339,"01.2.3 Trawlers - Stern Trawlers - Factory",6394.00,6394.00,"03.2.1 OTM  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","CHANG AN 168","(LU)CHUAN DENG (JI)(2013)FT-200084 HAO","BZSF",,"07.3.0 Liners - Pole and Line Vessels",343.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","CHANG AN 268","(LU)CHUAN DENG (JI)(2013)FT-200085 HAO","BZSG",,"07.3.0 Liners - Pole and Line Vessels",343.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","CHANG AN 668","(LU)CHUAN DENG (JI)(2013)FT-200086 HAO","BZSD",,"07.3.0 Liners - Pole and Line Vessels",343.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","CHANG AN 998","(LU)CHUAN DENG (JI)(2013)FT-200087 HAO","BZSE",,"07.3.0 Liners - Pole and Line Vessels",343.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","CHANG SHENG","YG0200020112","BBJR",,"01.2.3 Trawlers - Stern Trawlers - Factory",3080.00,3080.00,"03.2.1 OTM  ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","CHANG TAI 809","(SU)CHUAN DENG(JI)(2014)YY-200003 HAO","BZU5N",,"07.3.0 Liners - Pole and Line Vessels",477.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","CHANG TAI 810","(SU?CHUAN DENG(JI)(2015)FT-200001HAO","BZV1X",,"07.3.0 Liners - Pole and Line Vessels",477.00,,"09.1.0 LHP  ","Authorised  ",5/09/2015 12:00:00 a.m.,19/03/2018 12:00:00 a.m.
"China","CHN","CHANG TAI 811","(SU)CHUAN DENG(JI)(2015)FT-200002 HAO","BZV2X",,"07.3.0 Liners - Pole and Line Vessels",477.00,,"09.1.0 LHP  ","Authorised  ",5/09/2015 12:00:00 a.m.,19/03/2018 12:00:00 a.m.
"China","CHN","CHANG TAI 812","(SU)CHUAN DENG(JI)(2014)FT-200004 HAO","BZU6N",,"07.3.0 Liners - Pole and Line Vessels",477.00,,"09.1.0 LHP  ","Authorised  ",22/01/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","CHAO XING 801","(ZHE)CHUAN DENG (JI)(2014)FT-200039 HAO","BZ8UN",,"07.3.0 Liners - Pole and Line Vessels",825.00,,"09.0.0      ","Authorised  ",1/04/2010 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","DONG YU 1506","(ZHE)CHUAN DENG (JI)(2014)FT-200043 HAO","BKWZ2",,"07.3.0 Liners - Pole and Line Vessels",489.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","DONG YU 1507","(ZHE)CHUAN DENG (JI) (2013)FT-200172 HAO","BKXD2",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",19/05/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","DONG YU 1519","(ZHE)CHUAN DENG (JI)(2014)FT-200174 HAO","BZ8VK",,"07.3.0 Liners - Pole and Line Vessels",950.00,,"09.1.0 LHP  ","Authorised  ",21/04/2016 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","FENG CHENG 102","(ZHE)CHUAN DENG (JI)(2011)FT-200107 HAO","BZ7UG",,"07.3.0 Liners - Pole and Line Vessels",499.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","FENG CHENG 103","(ZHE)CHUAN DENG (JI)(2011)FT-200111 HAO","BZ8UG",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","FENG CHENG 105","(ZHE)CHUAN  DENG (JI)(2015)FT-200051 HAO","BZ9UG",,"07.3.0 Liners - Pole and Line Vessels",498.00,,"09.0.0      ","Authorised  ",14/04/2016 12:00:00 a.m.,31/03/2018 11:59:59 p.m.
"China","CHN","FENG HUI NO.16","(ZHE)CHUAN DENG (JI)(2013)FT-200181 HAO","BZ3UO",,"07.3.0 Liners - Pole and Line Vessels",511.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","FU XIN","(LU)CHUAN DENG (JI)(2012)FT-200051 HAO","BBCR8",,"07.3.0 Liners - Pole and Line Vessels",1105.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","FU YUAN 1","(LU)CHUAN DENG (JI)(2013)FT-200094 HAO","BITA",,"07.3.0 Liners - Pole and Line Vessels",810.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","FU YUAN 2","(LU)CHUAN DENG (JI)(2013)FT-200082 HAO","BITB",,"07.3.0 Liners - Pole and Line Vessels",810.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","FU YUAN 4","(LU)CHUAN DENG (JI)(2013)FT-200083 HAO","BITD",,"07.3.0 Liners - Pole and Line Vessels",810.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","FU YUAN YU 7880","(MIN)CHUAN DENG(JI) (2014)FT-200050HAO","BVSK7",,"07.3.0 Liners - Pole and Line Vessels",1497.00,1497.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","FU YUAN YU 7881","(MIN)CHUAN DENG(JI) (2014)FT-200051HAO","BVSL7",,"07.3.0 Liners - Pole and Line Vessels",1497.00,1497.00,"09.1.0 LHP  ","Authorised  ",18/04/2015 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HAI DE LI 708","(ZHE)CHUAN DENG (JI)(2015)FT-200156 HAO","BZV6X",,"07.3.0 Liners - Pole and Line Vessels",660.00,,"09.1.0 LHP  ","Authorised  ",31/03/2016 12:00:00 a.m.,10/12/2020 11:59:59 p.m.
"China","CHN","HAI DE LI 779","(ZHE)CHUAN DENG(QUAN)(2015) YY-200024HAO","BZTY4",,"07.3.0 Liners - Pole and Line Vessels",598.00,,"09.0.0      ","Authorised  ",13/04/2015 12:00:00 a.m.,31/03/2018 11:59:59 p.m.
"China","CHN","HAI FENG 1","?ZHE?CHUAN DENG?JI??2012?FT-200081 HAO","BZ5VC",,"07.3.0 Liners - Pole and Line Vessels",488.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HAI FENG 2","?ZHE?CHUAN DENG?JI??2012?FT-200082 HAO","BZ6VC",,"07.3.0 Liners - Pole and Line Vessels",488.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HAI FENG 3","?ZHE?CHUAN DENG?JI??2012?FT-200230 HAO","BZ1VU",,"07.3.0 Liners - Pole and Line Vessels",699.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HAI FENG 4","?ZHE?CHUAN DENG?JI??2012?FT-200231 HAO","BZ2VU",,"07.3.0 Liners - Pole and Line Vessels",699.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HAI FENG 7","(ZHE) CHUAN DENG (JI) (2014) FT-200226","BZUG",,"07.3.0 Liners - Pole and Line Vessels",496.00,496.00,"09.1.0 LHP  ","Authorised  ",18/03/2016 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HAI FENG LONG 2","(ZHE)CHUAN DENG (JI)(2015)FT-200145 HAO","BZV9U",,"07.3.0 Liners - Pole and Line Vessels",681.00,,"09.1.0 LHP  ","Authorised  ",22/03/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","HAI LI 18","(ZHE)CHUAN DENG (JI)(2014)FT-200208 HAO","BZU6O",,"07.3.0 Liners - Pole and Line Vessels",1597.00,,"09.1.0 LHP  ","Authorised  ",6/11/2014 12:00:00 a.m.,31/03/2017 12:00:00 a.m.
"China","CHN","HAI LI 8","(ZHE)CHUAN DENG (JI)(2012)FT-200254 HAO","BZ3VU",,"07.3.0 Liners - Pole and Line Vessels",1496.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HAI ZHI XING 801","(ZHE)CHUAN DENG (JI)(2011)PT-200003 HAO","BZ4VH",,"07.3.0 Liners - Pole and Line Vessels",1300.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HAI ZHI XING 802","(ZHE)CHUAN DENG (JI)(2011)PT-200004 HAO","BZ5VH",,"07.3.0 Liners - Pole and Line Vessels",1300.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HAI ZHI XING 803","(ZHE)CHUAN DENG (JI)(2011)PT-200005 HAO","BZ6VH",,"07.3.0 Liners - Pole and Line Vessels",1300.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HAI ZHI XING 805","(ZHE)CHUAN DENG (JI)(2011)PT-200007 HAO","BZ2VH",,"07.3.0 Liners - Pole and Line Vessels",1300.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HAN YI 21","(ZHE)CHUAN DENG (JI)(2015)FT-200102HAO","BZU6R",,"07.3.0 Liners - Pole and Line Vessels",686.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","HAN YI 3","(ZHE)CHUAN  DENG (JI)(2015)FT-200146HAO","BZ8VI",,"07.3.0 Liners - Pole and Line Vessels",616.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","HAN YI 37","(ZHE)CHUAN DENG (JI)(2014)FT-200081 HAO","BZV8N",,"07.3.0 Liners - Pole and Line Vessels",300.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","HAN YI 6","(ZHE)CHUAN DENG (JI)(2015)FT-200038HAO","BZU5R",,"07.3.0 Liners - Pole and Line Vessels",545.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/03/2018 12:00:00 a.m.
"China","CHN","HAN YI 7","(ZHE)CHUAN DENG (JI)(2011)FT-200015 HAO","BZ7VD",,"07.3.0 Liners - Pole and Line Vessels",955.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","HAN YI 788","(ZHE)CHUAN DENG(JI)(2015)FT-200007","BZ4VB",,"07.3.0 Liners - Pole and Line Vessels",491.00,,"09.0.0      ","Authorised  ",29/02/2016 12:00:00 a.m.,31/03/2018 11:59:59 p.m.
"China","CHN","HAN YI 8","(ZHE)CHUAN  DENG (JI)(2015)FT-200147HAO","BZ9VI",,"07.3.0 Liners - Pole and Line Vessels",616.00,,"09.0.0      ","Authorised  ",1/04/2016 12:00:00 a.m.,31/03/2019 11:59:59 p.m.
"China","CHN","HAN YI 899","(ZHE)CHUAN DENG (JI)(2012)FT-200272 HAO","BZ5VV",,"07.3.0 Liners - Pole and Line Vessels",495.00,,"09.0.0      ","Authorised  ",1/07/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
"China","CHN","HONG DA 1","(ZHE)CHUAN DENG (JI)(2012)FT-200181 HAO","BZ1VM",,"07.3.0 Liners - Pole and Line Vessels",1322.00,,"09.0.0      ","Authorised  ",1/04/2014 12:00:00 a.m.,31/03/2017 11:59:59 p.m.
