Participant,Vessel Flag,Vessel Name,Registration,Call Sign,IMO Number,Type of Vessel,Gross Tonnage,Gross Registered Tonnage,Fishing Methods,Status,Authorised Start Date,Authorised End Date
"Peru","PER","TASA 53","CO-13918-PM","",,"49.0.0 Fishing Vessels Not Specified",369.86,,"01.1.0 PS   ","Authorised  ",1/01/2009 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Peru","PER","TASA 54","CO-13008-PM","",,"49.0.0 Fishing Vessels Not Specified",524.48,,"01.1.0 PS   ","Authorised  ",1/01/2009 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Peru","PER","TASA 55","CO-22326-PM","",,"49.0.0 Fishing Vessels Not Specified",500.05,,"01.1.0 PS   ","Authorised  ",1/01/2009 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Peru","PER","TASA 56","CO-19871-PM","",,"49.0.0 Fishing Vessels Not Specified",407.17,,"01.1.0 PS   ","Authorised  ",1/01/2009 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Peru","PER","TASA 57","CO-17359-PM","",,"49.0.0 Fishing Vessels Not Specified",415.77,,"01.1.0 PS   ","Authorised  ",1/01/2009 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Peru","PER","TASA 58","CO-17057-PM","",,"49.0.0 Fishing Vessels Not Specified",489.97,,"01.1.0 PS   ","Authorised  ",1/01/2009 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Peru","PER","TASA 59","CO-17361-PM","",,"49.0.0 Fishing Vessels Not Specified",532.09,,"01.1.0 PS   ","Authorised  ",1/01/2009 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Peru","PER","TASA 71","CO-15233-PM","",,"49.0.0 Fishing Vessels Not Specified",554.75,,"01.1.0 PS   ","Authorised  ",1/01/2009 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Peru","PER","TIBURON 7","CO-16854-PM","",,"49.0.0 Fishing Vessels Not Specified",486.29,,"01.1.0 PS   ","Authorised  ",1/01/2009 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Peru","PER","WESTELLA","CO-29381-PM","OA-4580",8024454,"01.2.2 Trawlers - Stern Trawlers - Freezer",2031.00,2589.00,"03.2.1 OTM  ","Authorised  ",2/07/2015 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Peru","PER","YAGODA B","CE-15261-PM","",,"49.0.0 Fishing Vessels Not Specified",491.80,,"01.1.0 PS   ","Authorised  ",1/01/2009 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chinese Taipei","TWN","AN SHENG","CT7-0229","BI2229",8874029,"07.9.0 Liners - Liners nei",845.00,845.00,"09.2.0 LHM  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","HER WEN NO.1","CT8-0036","BEOZ",8680442,"12.0.0 Fish Carriers",2495.00,,"99.0.0 NK   ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","HSIANG CHING","CT7-0497","BI2497",8989850,"07.9.0 Liners - Liners nei",973.00,973.00,"09.2.0 LHM  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","HSIANG LAI FU","CT7-0236","BI2236",8683030,"07.9.0 Liners - Liners nei",876.71,876.00,"09.2.0 LHM  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","HSIANG MAN CHING","CT7-0141","BI2141",8680959,"07.9.0 Liners - Liners nei",894.38,894.00,"09.2.0 LHM  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","JIN HWEI NO.101","CT8-0023","BEAP",7323396,"12.0.0 Fish Carriers",1376.35,,"","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","JIN YI","CT7-0611","BI2611",8684981,"07.9.0 Liners - Liners nei",960.00,,"09.1.0 LHP  ","Authorised  ",10/03/2016 12:00:00 a.m.,31/12/2016 12:00:00 a.m.
"Chinese Taipei","TWN","JIN YUH LONG","CT7-0261","BI2261",8680519,"07.9.0 Liners - Liners nei",888.00,888.00,"09.2.0 LHM  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","MING MAN","CT7-0498","BI2498",8676661,"07.9.0 Liners - Liners nei",948.00,,"09.1.0 LHP  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","SOLAR NO.101","CT7-0171","BI2171",8656312,"07.9.0 Liners - Liners nei",890.00,,"09.1.0 LHP  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","TAH YUAN NO.11","CT7-0210","BI2210",8655605,"07.9.0 Liners - Liners nei",888.64,,"09.1.0 LHP  ","Authorised  ",30/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","YONG DAH MING","CT7-0221","BI2221",8947149,"07.9.0 Liners - Liners nei",875.00,,"09.1.0 LHP  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chinese Taipei","TWN","YUAN TAI NO. 806","CT8-0035","BZIR",7900663,"12.0.0 Fish Carriers",1798.00,,"99.0.0 NK   ","Authorised  ",25/03/2016 12:00:00 a.m.,31/12/2016 12:00:00 a.m.
"Chinese Taipei","TWN","YUH LONG FA","CT7-0127","BI2127",8680521,"07.9.0 Liners - Liners nei",888.64,888.00,"09.2.0 LHM  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Vanuatu","VUT","B. SKY","2263","YJTN7",9381627,"11.9.0 Motherships - Motherships nei",3978.00,3978.00,"99.0.0 NK   ","Authorised  ",12/07/2015 12:00:00 a.m.,11/07/2018 12:00:00 a.m.
"Vanuatu","VUT","FRIGG","1123","YJRB2",8907113,"01.2.2 Trawlers - Stern Trawlers - Freezer",,7805.00,"03.2.1 OTM  ","Authorised  ",17/02/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Vanuatu","VUT","FRIO ATHENS","1969","YJQN2",8710340,"12.0.0 Fish Carriers",8519.00,8519.00,"","Authorised  ",17/02/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Vanuatu","VUT","FRIO DOLPHIN","1964","YJQK2",8807442,"12.0.0 Fish Carriers",8516.00,8519.00,"","Authorised  ",17/02/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Vanuatu","VUT","ODIN","1124","YJRB3",8907084,"01.2.2 Trawlers - Stern Trawlers - Freezer",,7805.00,"03.2.1 OTM  ","Authorised  ",17/02/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Vanuatu","VUT","ZEFYROS","1965","YJQK7",8916748,"12.0.0 Fish Carriers",8483.00,8483.00,"","Authorised  ",17/02/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
